methodA,methodB,isGolden,originalName,answerValue,answerer,wasDiscarded,modelProbability,answeredAt,sourceWinner,workerType,preferenceStrength,confidence,comparisonId,promptId,source,category,subjectStudy,highestLevelDegree
allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,False,multipref-1d0a6845ca5642a488013c2495ad306a,draw,expert:festive_mayer,,,2024-05-21 19:53:11.855745,Tie,expert,tie,absolutely-confident,1d0a6845ca5642a488013c2495ad306a,b85785b4c12e496cb47cde0f34a0d836,allenai/WildChat,Open QA,English Literature,Arts & Humanities
allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,False,multipref-1d0a6845ca5642a488013c2495ad306a,B,expert:amazing_liskov,,,2024-05-21 20:01:02.772427,B-is-slightly-better,expert,slightly,absolutely-confident,1d0a6845ca5642a488013c2495ad306a,b85785b4c12e496cb47cde0f34a0d836,allenai/WildChat,Open QA,English Literature,Arts & Humanities
allenai/tulu-2-70b,gpt-3.5-turbo-0125,False,multipref-9da51a8eff7e4e109f7d24300cdf64e4,A,expert:suspicious_volhard,,,2024-05-27 16:30:47.546583,A-is-clearly-better,expert,clearly,absolutely-confident,9da51a8eff7e4e109f7d24300cdf64e4,b862811c777c49aeb56870c9758014b1,allenai/WildChat,Generation,Theatre/Dramatic Arts,Arts & Humanities
allenai/tulu-2-70b,gpt-3.5-turbo-0125,False,multipref-9da51a8eff7e4e109f7d24300cdf64e4,A,expert:reverent_ritchie,,,2024-05-27 17:37:10.408981,A-is-clearly-better,expert,clearly,absolutely-confident,9da51a8eff7e4e109f7d24300cdf64e4,b862811c777c49aeb56870c9758014b1,allenai/WildChat,Generation,Theatre/Dramatic Arts,Arts & Humanities
allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,False,multipref-1ed541323bf543859615fc0093696c5b,draw,expert:condescending_ride,,,2024-05-16 00:06:12.360471,Tie,expert,tie,absolutely-confident,1ed541323bf543859615fc0093696c5b,b86519d5642c44aca96386633d097c1f,lmsys/chatbot_arena_conversations,Open QA,Computer Science,Mathematics and statistics
allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,False,multipref-1ed541323bf543859615fc0093696c5b,B,expert:dreamy_sinoussi,,,2024-05-23 14:24:15.230084,B-is-clearly-better,expert,clearly,absolutely-confident,1ed541323bf543859615fc0093696c5b,b86519d5642c44aca96386633d097c1f,lmsys/chatbot_arena_conversations,Open QA,Computer Science,Mathematics and statistics
gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,False,multipref-de58e137de1b448a840bbbde22e0f8c0,B,expert:sad_jang,,,2024-05-28 13:33:06.240171,B-is-slightly-better,expert,slightly,absolutely-confident,de58e137de1b448a840bbbde22e0f8c0,b86519d5642c44aca96386633d097c1f,lmsys/chatbot_arena_conversations,Open QA,Computer Science,Mathematics and statistics
gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,False,multipref-de58e137de1b448a840bbbde22e0f8c0,A,expert:gallant_hypatia,,,2024-05-26 01:28:46.557687,A-is-slightly-better,expert,slightly,absolutely-confident,de58e137de1b448a840bbbde22e0f8c0,b86519d5642c44aca96386633d097c1f,lmsys/chatbot_arena_conversations,Open QA,Computer Science,Mathematics and statistics
allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,False,multipref-d6e8de94383d42e6ab177f0b8494eb57,B,expert:wonderful_leavitt,,,2024-05-15 18:40:19.160828,B-is-slightly-better,expert,slightly,not-confident,d6e8de94383d42e6ab177f0b8494eb57,b87695cfde67401e9f6fea8c9301d615,allenai/WildChat,Coding,Computer Science,Information and Communication Technologies
allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,False,multipref-d6e8de94383d42e6ab177f0b8494eb57,B,expert:modest_euclid,,,2024-05-15 19:31:21.059777,B-is-slightly-better,expert,slightly,absolutely-confident,d6e8de94383d42e6ab177f0b8494eb57,b87695cfde67401e9f6fea8c9301d615,allenai/WildChat,Coding,Computer Science,Information and Communication Technologies
allenai/tulu-2-70b,gpt-3.5-turbo-0125,False,multipref-96dec44f29e14960bbe5ecc30aa7aee5,B,expert:pedantic_spence,,,2024-05-23 15:55:01.389410,B-is-slightly-better,expert,slightly,fairly-confident,96dec44f29e14960bbe5ecc30aa7aee5,b87695cfde67401e9f6fea8c9301d615,allenai/WildChat,Coding,Computer Science,Information and Communication Technologies
allenai/tulu-2-70b,gpt-3.5-turbo-0125,False,multipref-96dec44f29e14960bbe5ecc30aa7aee5,B,expert:ecstatic_ardinghelli,,,2024-05-26 20:23:45.860427,B-is-clearly-better,expert,clearly,absolutely-confident,96dec44f29e14960bbe5ecc30aa7aee5,b87695cfde67401e9f6fea8c9301d615,allenai/WildChat,Coding,Computer Science,Information and Communication Technologies
allenai/tulu-2-70b,gpt-3.5-turbo-0125,False,multipref-aab7524eb40747f9a82af3070dc750b9,A,expert:determined_pasteur,,,2024-05-14 22:56:47.316268,A-is-clearly-better,expert,clearly,absolutely-confident,aab7524eb40747f9a82af3070dc750b9,b89320a007d34350a061450c0cf1ce3a,anthropic/harmless-base,Generation,Communication and/or Media,Journalism & Information Business
allenai/tulu-2-70b,gpt-3.5-turbo-0125,False,multipref-aab7524eb40747f9a82af3070dc750b9,A,expert:elastic_roentgen,,,2024-05-15 20:00:25.268278,A-is-clearly-better,expert,clearly,absolutely-confident,aab7524eb40747f9a82af3070dc750b9,b89320a007d34350a061450c0cf1ce3a,anthropic/harmless-base,Generation,Communication and/or Media,Journalism & Information Business
allenai/tulu-2-70b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-7dea79bb9b1446239c9c2b07687b3092,A,expert:gifted_banach,,,2024-05-28 01:49:10.156304,A-is-slightly-better,expert,slightly,absolutely-confident,7dea79bb9b1446239c9c2b07687b3092,b89320a007d34350a061450c0cf1ce3a,anthropic/harmless-base,Generation,Communication and/or Media,Journalism & Information Business
allenai/tulu-2-70b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-7dea79bb9b1446239c9c2b07687b3092,B,expert:elastic_roentgen,,,2024-05-28 04:01:13.616605,B-is-slightly-better,expert,slightly,fairly-confident,7dea79bb9b1446239c9c2b07687b3092,b89320a007d34350a061450c0cf1ce3a,anthropic/harmless-base,Generation,Communication and/or Media,Journalism & Information Business
allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,False,multipref-73cf5b54ddc048c1b48f3448135c258b,B,expert:admiring_lamarr,,,2024-05-29 13:50:43.255220,B-is-slightly-better,expert,slightly,absolutely-confident,73cf5b54ddc048c1b48f3448135c258b,b89b4995e32e4ac493fe40e39c6c3c4e,anthropic/helpful-base,Open QA,Theology/Religion,Social Sciences
allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,False,multipref-73cf5b54ddc048c1b48f3448135c258b,B,expert:gracious_goodall,,,2024-05-29 14:50:11.381983,B-is-slightly-better,expert,slightly,absolutely-confident,73cf5b54ddc048c1b48f3448135c258b,b89b4995e32e4ac493fe40e39c6c3c4e,anthropic/helpful-base,Open QA,Theology/Religion,Social Sciences
gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,False,multipref-9bd1a9b5a113429190ee7045b375f075,A,expert:clever_bardeen,,,2024-05-27 18:21:17.979410,A-is-slightly-better,expert,slightly,absolutely-confident,9bd1a9b5a113429190ee7045b375f075,b89b4995e32e4ac493fe40e39c6c3c4e,anthropic/helpful-base,Open QA,Theology/Religion,Social Sciences
gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,False,multipref-9bd1a9b5a113429190ee7045b375f075,draw,expert:sad_babbage,,,2024-05-28 15:05:14.983377,Tie,expert,tie,fairly-confident,9bd1a9b5a113429190ee7045b375f075,b89b4995e32e4ac493fe40e39c6c3c4e,anthropic/helpful-base,Open QA,Theology/Religion,Social Sciences
allenai/tulu-2-7b,meta-llama/Llama-2-70b-chat-hf,False,multipref-53f7d2d747a545c1abbbb7eca84cbb8d,B,expert:blissful_albattani,,,2024-05-27 15:10:23.409253,B-is-clearly-better,expert,clearly,absolutely-confident,53f7d2d747a545c1abbbb7eca84cbb8d,b8b98baf841e42cc9fb3cbf4e4c7902d,lmsys/chatbot_arena_conversations,Open QA,Law,Education
allenai/tulu-2-7b,meta-llama/Llama-2-70b-chat-hf,False,multipref-53f7d2d747a545c1abbbb7eca84cbb8d,B,expert:vibrant_blackwell,,,2024-05-27 15:17:35.981734,B-is-clearly-better,expert,clearly,absolutely-confident,53f7d2d747a545c1abbbb7eca84cbb8d,b8b98baf841e42cc9fb3cbf4e4c7902d,lmsys/chatbot_arena_conversations,Open QA,Law,Education
allenai/tulu-2-7b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-faa8040547c444e68a8606f80284e9d8,B,expert:nervous_stallman,,,2024-05-26 12:51:48.299962,B-is-clearly-better,expert,clearly,absolutely-confident,faa8040547c444e68a8606f80284e9d8,b8b98baf841e42cc9fb3cbf4e4c7902d,lmsys/chatbot_arena_conversations,Open QA,Law,Education
allenai/tulu-2-7b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-faa8040547c444e68a8606f80284e9d8,B,expert:frosty_wing,,,2024-05-26 14:11:20.709664,B-is-clearly-better,expert,clearly,absolutely-confident,faa8040547c444e68a8606f80284e9d8,b8b98baf841e42cc9fb3cbf4e4c7902d,lmsys/chatbot_arena_conversations,Open QA,Law,Education
allenai/tulu-2-7b,meta-llama/Llama-2-70b-chat-hf,False,multipref-be1938f62d394e93b599ca5097b35fb3,A,expert:brave_einstein,,,2024-05-27 23:41:25.278557,A-is-slightly-better,expert,slightly,absolutely-confident,be1938f62d394e93b599ca5097b35fb3,b8c9d66613aa4085a5247b14dd0a7bc4,lmsys/chatbot_arena_conversations,Generation,Theatre/Dramatic Arts,Arts & Humanities
allenai/tulu-2-7b,meta-llama/Llama-2-70b-chat-hf,False,multipref-be1938f62d394e93b599ca5097b35fb3,A,expert:suspicious_volhard,,,2024-05-27 23:44:26.522737,A-is-clearly-better,expert,clearly,not-confident,be1938f62d394e93b599ca5097b35fb3,b8c9d66613aa4085a5247b14dd0a7bc4,lmsys/chatbot_arena_conversations,Generation,Theatre/Dramatic Arts,Arts & Humanities
gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,False,multipref-78ff5ec017524dd49042e38b7e4ad7e4,draw,expert:moronic_dubinsky,,,2024-05-28 14:39:32.595562,Tie,expert,tie,absolutely-confident,78ff5ec017524dd49042e38b7e4ad7e4,b8c9d66613aa4085a5247b14dd0a7bc4,lmsys/chatbot_arena_conversations,Generation,Theatre/Dramatic Arts,Arts & Humanities
gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,False,multipref-78ff5ec017524dd49042e38b7e4ad7e4,draw,expert:festive_mayer,,,2024-05-28 14:44:21.767717,Tie,expert,tie,absolutely-confident,78ff5ec017524dd49042e38b7e4ad7e4,b8c9d66613aa4085a5247b14dd0a7bc4,lmsys/chatbot_arena_conversations,Generation,Theatre/Dramatic Arts,Arts & Humanities
allenai/tulu-2-70b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-bd122b4533374aa8afca332f47f3a509,draw,expert:festive_mayer,,,2024-05-28 18:01:27.772787,Tie,expert,tie,absolutely-confident,bd122b4533374aa8afca332f47f3a509,b8d7dad422dd4465bebfe1b8ed1bbacf,anthropic/harmless-base,Chat,Music,Arts & Humanities
allenai/tulu-2-70b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-bd122b4533374aa8afca332f47f3a509,B,expert:amazing_liskov,,,2024-05-21 19:48:23.035649,B-is-slightly-better,expert,slightly,absolutely-confident,bd122b4533374aa8afca332f47f3a509,b8d7dad422dd4465bebfe1b8ed1bbacf,anthropic/harmless-base,Chat,Music,Arts & Humanities
allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,False,multipref-cfc60c2c444e4790940ba3812ddf36c6,draw,expert:eager_ardinghelli,,,2024-05-27 17:49:06.346725,Tie,expert,tie,absolutely-confident,cfc60c2c444e4790940ba3812ddf36c6,b8f09270567f42e982f18bfc88755363,anthropic/helpful-base,Open QA,Sports,Arts & Humanities
allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,False,multipref-cfc60c2c444e4790940ba3812ddf36c6,B,expert:cranky_lalande,,,2024-05-27 18:03:15.082205,B-is-slightly-better,expert,slightly,not-confident,cfc60c2c444e4790940ba3812ddf36c6,b8f09270567f42e982f18bfc88755363,anthropic/helpful-base,Open QA,Sports,Arts & Humanities
gpt-3.5-turbo-0125,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-3858e8f34368459aa3e1e5c0ec9f6e87,B,expert:brave_pike,,,2024-05-27 09:23:54.089554,B-is-clearly-better,expert,clearly,absolutely-confident,3858e8f34368459aa3e1e5c0ec9f6e87,b8f09270567f42e982f18bfc88755363,anthropic/helpful-base,Open QA,Sports,Arts & Humanities
gpt-3.5-turbo-0125,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-3858e8f34368459aa3e1e5c0ec9f6e87,B,expert:cocky_davinci,,,2024-05-27 09:27:33.638731,B-is-clearly-better,expert,clearly,absolutely-confident,3858e8f34368459aa3e1e5c0ec9f6e87,b8f09270567f42e982f18bfc88755363,anthropic/helpful-base,Open QA,Sports,Arts & Humanities
gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,False,multipref-4f2a4f322287498ebdf344ed7958bd6b,draw,expert:sharp_mccarthy,,,2024-05-27 03:50:58.216572,Tie,expert,tie,fairly-confident,4f2a4f322287498ebdf344ed7958bd6b,b8fb26d724854df8890289484a9dc999,lmsys/sharegpt-vicuna,Coding,Computer Science,Information and Communication Technologies
gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,False,multipref-4f2a4f322287498ebdf344ed7958bd6b,A,expert:ecstatic_ardinghelli,,,2024-05-27 04:10:20.352393,A-is-slightly-better,expert,slightly,absolutely-confident,4f2a4f322287498ebdf344ed7958bd6b,b8fb26d724854df8890289484a9dc999,lmsys/sharegpt-vicuna,Coding,Computer Science,Information and Communication Technologies
gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-4ae688354eb346faaa7cad70be6fc2cb,draw,expert:festive_mayer,,,2024-05-28 12:03:26.914923,Tie,expert,tie,absolutely-confident,4ae688354eb346faaa7cad70be6fc2cb,b901aec951be416c8dee17619561dee0,anthropic/helpful-base,Open QA,Hospitality/Catering,Arts & Humanities
gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-4ae688354eb346faaa7cad70be6fc2cb,draw,expert:brave_pike,,,2024-05-28 12:08:14.311566,Tie,expert,tie,fairly-confident,4ae688354eb346faaa7cad70be6fc2cb,b901aec951be416c8dee17619561dee0,anthropic/helpful-base,Open QA,Hospitality/Catering,Arts & Humanities
allenai/tulu-2-70b,gpt-3.5-turbo-0125,False,multipref-c6134d1d353a43e1bf0fa836888260a5,A,expert:eager_ardinghelli,,,2024-05-23 18:56:11.814785,A-is-slightly-better,expert,slightly,absolutely-confident,c6134d1d353a43e1bf0fa836888260a5,b901aec951be416c8dee17619561dee0,anthropic/helpful-base,Open QA,Hospitality/Catering,Arts & Humanities
allenai/tulu-2-70b,gpt-3.5-turbo-0125,False,multipref-c6134d1d353a43e1bf0fa836888260a5,B,expert:mystifying_goodall,,,2024-05-23 18:59:52.319857,B-is-slightly-better,expert,slightly,absolutely-confident,c6134d1d353a43e1bf0fa836888260a5,b901aec951be416c8dee17619561dee0,anthropic/helpful-base,Open QA,Hospitality/Catering,Arts & Humanities
gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-6595b30c20af4289a83704d2a3b38446,A,expert:dreamy_torvalds,,,2024-05-15 21:02:38.539147,A-is-clearly-better,expert,clearly,fairly-confident,6595b30c20af4289a83704d2a3b38446,b9042b4e9f574ce393a085ec2c1fd0db,anthropic/helpful-base,Open QA,Leisure,"Engineering, manufacturing and construction"
gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-6595b30c20af4289a83704d2a3b38446,A,expert:elegant_kowalevski,,,2024-05-23 03:49:28.487842,A-is-clearly-better,expert,clearly,fairly-confident,6595b30c20af4289a83704d2a3b38446,b9042b4e9f574ce393a085ec2c1fd0db,anthropic/helpful-base,Open QA,Leisure,"Engineering, manufacturing and construction"
allenai/tulu-2-70b,gpt-3.5-turbo-0125,False,multipref-f47370691ce24904a752130cb75f1e54,draw,expert:festive_mayer,,,2024-05-22 00:01:11.459308,Tie,expert,tie,absolutely-confident,f47370691ce24904a752130cb75f1e54,b908803c73e042cb85fd35aa5fa686f0,anthropic/helpful-base,Open QA,Leisure,Arts & Humanities
allenai/tulu-2-70b,gpt-3.5-turbo-0125,False,multipref-f47370691ce24904a752130cb75f1e54,draw,expert:eager_mahavira,,,2024-05-22 00:33:38.692839,Tie,expert,tie,absolutely-confident,f47370691ce24904a752130cb75f1e54,b908803c73e042cb85fd35aa5fa686f0,anthropic/helpful-base,Open QA,Leisure,Arts & Humanities
allenai/tulu-2-7b,allenai/tulu-2-70b,False,multipref-23078f1e489e4f2b9d31043f444006be,B,expert:eager_mahavira,,,2024-05-22 01:14:09.211539,B-is-slightly-better,expert,slightly,fairly-confident,23078f1e489e4f2b9d31043f444006be,b908803c73e042cb85fd35aa5fa686f0,anthropic/helpful-base,Open QA,Leisure,Arts & Humanities
allenai/tulu-2-7b,allenai/tulu-2-70b,False,multipref-23078f1e489e4f2b9d31043f444006be,A,expert:amazing_liskov,,,2024-05-22 01:21:25.177576,A-is-slightly-better,expert,slightly,absolutely-confident,23078f1e489e4f2b9d31043f444006be,b908803c73e042cb85fd35aa5fa686f0,anthropic/helpful-base,Open QA,Leisure,Arts & Humanities
meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-7589dbb0eaee42d68651ff9b63d15773,B,expert:clever_bardeen,,,2024-05-26 08:13:16.245801,B-is-slightly-better,expert,slightly,fairly-confident,7589dbb0eaee42d68651ff9b63d15773,b92c04303539496393270cc01900c321,anthropic/harmless-base,Open QA,Genetics,Social Sciences
meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-7589dbb0eaee42d68651ff9b63d15773,A,expert:admiring_lamarr,,,2024-05-28 21:26:42.972855,A-is-clearly-better,expert,clearly,absolutely-confident,7589dbb0eaee42d68651ff9b63d15773,b92c04303539496393270cc01900c321,anthropic/harmless-base,Open QA,Genetics,Social Sciences
gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,False,multipref-3c1bad1011f546cdb29d83bfd4dac69f,A,expert:relaxed_roentgen,,,2024-05-25 17:23:26.925572,A-is-slightly-better,expert,slightly,absolutely-confident,3c1bad1011f546cdb29d83bfd4dac69f,b92c04303539496393270cc01900c321,anthropic/harmless-base,Open QA,Genetics,Social Sciences
gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,False,multipref-3c1bad1011f546cdb29d83bfd4dac69f,B,expert:clever_bardeen,,,2024-05-25 19:16:23.637925,B-is-slightly-better,expert,slightly,fairly-confident,3c1bad1011f546cdb29d83bfd4dac69f,b92c04303539496393270cc01900c321,anthropic/harmless-base,Open QA,Genetics,Social Sciences
gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,False,multipref-cdf89018f499417191ebd5a21f9a985d,B,expert:festive_mayer,,,2024-05-28 11:41:15.994641,B-is-slightly-better,expert,slightly,absolutely-confident,cdf89018f499417191ebd5a21f9a985d,b92e2cab08e54d939ad50f42681a035f,anthropic/helpful-base,Open QA,Leisure,Arts & Humanities
gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,False,multipref-cdf89018f499417191ebd5a21f9a985d,B,expert:cranky_lalande,,,2024-05-28 12:07:19.250192,B-is-slightly-better,expert,slightly,fairly-confident,cdf89018f499417191ebd5a21f9a985d,b92e2cab08e54d939ad50f42681a035f,anthropic/helpful-base,Open QA,Leisure,Arts & Humanities
gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,False,multipref-97d5e08bcc984a9cbd6af21ae22e885b,B,expert:festive_mayer,,,2024-05-14 19:12:02.944314,B-is-slightly-better,expert,slightly,absolutely-confident,97d5e08bcc984a9cbd6af21ae22e885b,b9521617c12e4c4d85a0a0b4803860ac,anthropic/helpful-base,Open QA,Music,Arts & Humanities
gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,False,multipref-97d5e08bcc984a9cbd6af21ae22e885b,B,expert:upbeat_colden,,,2024-05-14 19:37:58.368290,B-is-clearly-better,expert,clearly,absolutely-confident,97d5e08bcc984a9cbd6af21ae22e885b,b9521617c12e4c4d85a0a0b4803860ac,anthropic/helpful-base,Open QA,Music,Arts & Humanities
allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,False,multipref-a8610382d64c4cd5a3c163f50670112e,B,expert:unruffled_jennings,,,2024-05-24 19:06:35.585824,B-is-slightly-better,expert,slightly,absolutely-confident,a8610382d64c4cd5a3c163f50670112e,b962a06408eb41789c78764015c211ca,anthropic/helpful-base,Open QA,Psychology,Social Sciences
allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,False,multipref-a8610382d64c4cd5a3c163f50670112e,B,expert:admiring_lamarr,,,2024-05-25 07:20:52.546263,B-is-slightly-better,expert,slightly,absolutely-confident,a8610382d64c4cd5a3c163f50670112e,b962a06408eb41789c78764015c211ca,anthropic/helpful-base,Open QA,Psychology,Social Sciences
gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,False,multipref-720cc370114844dda5aa4968903f55bd,B,expert:flamboyant_wiles,,,2024-05-22 11:13:41.973674,B-is-slightly-better,expert,slightly,absolutely-confident,720cc370114844dda5aa4968903f55bd,b96ca7ff25a049e2a4f6548d72737998,anthropic/helpful-base,Open QA,Hospitality/Catering,Administration & Law
gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,False,multipref-720cc370114844dda5aa4968903f55bd,A,expert:tender_euclid,,,2024-05-22 17:19:49.191775,A-is-slightly-better,expert,slightly,fairly-confident,720cc370114844dda5aa4968903f55bd,b96ca7ff25a049e2a4f6548d72737998,anthropic/helpful-base,Open QA,Hospitality/Catering,Administration & Law
gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,False,multipref-c4f82a7c264148ef95b62bbece05c354,B,expert:keen_noether,,,2024-05-21 19:35:35.435216,B-is-clearly-better,expert,clearly,absolutely-confident,c4f82a7c264148ef95b62bbece05c354,b96ca7ff25a049e2a4f6548d72737998,anthropic/helpful-base,Open QA,Hospitality/Catering,Administration & Law
gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,False,multipref-c4f82a7c264148ef95b62bbece05c354,B,expert:flamboyant_wiles,,,2024-05-21 20:01:58.712039,B-is-clearly-better,expert,clearly,absolutely-confident,c4f82a7c264148ef95b62bbece05c354,b96ca7ff25a049e2a4f6548d72737998,anthropic/helpful-base,Open QA,Hospitality/Catering,Administration & Law
allenai/tulu-2-7b,gpt-3.5-turbo-0125,False,multipref-c860412972c7492b853d71648547a228,B,expert:lucid_dijkstra,,,2024-05-28 21:08:17.409770,B-is-clearly-better,expert,clearly,absolutely-confident,c860412972c7492b853d71648547a228,b97cd54f3ee247d0b5436adcf5ca7999,lmsys/sharegpt-vicuna,Open QA,Computer Science,Information and Communication Technologies
allenai/tulu-2-7b,gpt-3.5-turbo-0125,False,multipref-c860412972c7492b853d71648547a228,A,expert:pedantic_spence,,,2024-05-28 21:25:14.259828,A-is-slightly-better,expert,slightly,fairly-confident,c860412972c7492b853d71648547a228,b97cd54f3ee247d0b5436adcf5ca7999,lmsys/sharegpt-vicuna,Open QA,Computer Science,Information and Communication Technologies
allenai/tulu-2-70b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-1a5dd50c16ba4da9b118642574b05a38,B,expert:wonderful_leavitt,,,2024-05-28 00:55:15.896090,B-is-clearly-better,expert,clearly,fairly-confident,1a5dd50c16ba4da9b118642574b05a38,b97cd54f3ee247d0b5436adcf5ca7999,lmsys/sharegpt-vicuna,Open QA,Computer Science,Information and Communication Technologies
allenai/tulu-2-70b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-1a5dd50c16ba4da9b118642574b05a38,B,expert:ecstatic_ardinghelli,,,2024-05-28 02:32:59.882331,B-is-slightly-better,expert,slightly,absolutely-confident,1a5dd50c16ba4da9b118642574b05a38,b97cd54f3ee247d0b5436adcf5ca7999,lmsys/sharegpt-vicuna,Open QA,Computer Science,Information and Communication Technologies
allenai/tulu-2-70b,meta-llama/Llama-2-70b-chat-hf,False,multipref-89db3fe4120646379a9804e3e5aec826,A,expert:wonderful_poitras,,,2024-05-22 10:58:39.472222,A-is-slightly-better,expert,slightly,fairly-confident,89db3fe4120646379a9804e3e5aec826,b985e3829de6489a87ad2a28d6751089,allenai/WildChat,Summarize,History,History
allenai/tulu-2-70b,meta-llama/Llama-2-70b-chat-hf,False,multipref-89db3fe4120646379a9804e3e5aec826,B,expert:stoic_meninsky,,,2024-05-22 11:14:20.746431,B-is-clearly-better,expert,clearly,absolutely-confident,89db3fe4120646379a9804e3e5aec826,b985e3829de6489a87ad2a28d6751089,allenai/WildChat,Summarize,History,History
allenai/tulu-2-70b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-cec53e84dab04b3c947b78168a194a98,B,expert:sad_northcutt,,,2024-05-26 15:41:48.301604,B-is-clearly-better,expert,clearly,absolutely-confident,cec53e84dab04b3c947b78168a194a98,b9897050a0ed474eb707a3ac30af44d0,lmsys/chatbot_arena_conversations,Coding,Computer Science,Information and Communication Technologies
allenai/tulu-2-70b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-cec53e84dab04b3c947b78168a194a98,B,expert:xenodochial_varahamihira,,,2024-05-26 16:16:15.187613,B-is-slightly-better,expert,slightly,absolutely-confident,cec53e84dab04b3c947b78168a194a98,b9897050a0ed474eb707a3ac30af44d0,lmsys/chatbot_arena_conversations,Coding,Computer Science,Information and Communication Technologies
gpt-3.5-turbo-0125,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-20e30fa566ca4b4f9f8092d95f39deb6,B,expert:brave_pike,,,2024-05-28 15:13:01.746311,B-is-clearly-better,expert,clearly,absolutely-confident,20e30fa566ca4b4f9f8092d95f39deb6,b98a953ffe8544e181b65800e5642b96,anthropic/helpful-base,Open QA,Travel and Tourism,Arts & Humanities
gpt-3.5-turbo-0125,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-20e30fa566ca4b4f9f8092d95f39deb6,draw,expert:festive_mayer,,,2024-05-28 15:20:11.391796,Tie,expert,tie,absolutely-confident,20e30fa566ca4b4f9f8092d95f39deb6,b98a953ffe8544e181b65800e5642b96,anthropic/helpful-base,Open QA,Travel and Tourism,Arts & Humanities
gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,False,multipref-7456c12519594f0d966b04ae663b2857,B,expert:brave_pike,,,2024-05-23 09:35:43.628202,B-is-clearly-better,expert,clearly,absolutely-confident,7456c12519594f0d966b04ae663b2857,b98a953ffe8544e181b65800e5642b96,anthropic/helpful-base,Open QA,Travel and Tourism,Arts & Humanities
gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,False,multipref-7456c12519594f0d966b04ae663b2857,B,expert:cocky_davinci,,,2024-05-26 20:01:54.120092,B-is-clearly-better,expert,clearly,absolutely-confident,7456c12519594f0d966b04ae663b2857,b98a953ffe8544e181b65800e5642b96,anthropic/helpful-base,Open QA,Travel and Tourism,Arts & Humanities
