methodA,methodB,isGolden,originalName,answerValue,answerer,wasDiscarded,modelProbability,answeredAt,sourceWinner
api-gpt-4o-search-high-loc,gemini-2.5-pro-grounding,False,search-arena-4849,B,02dc786232a5ed91edac622186b524bead38383adb7d2672a6ae5748e9117039,,,2025-04-07 16:49:21.706,model_b
ppl-sonar-pro-high,gemini-2.5-pro-grounding,False,search-arena-4850,draw,c624715b6bcad36479a02495dad0852a04c1eace2ed0804f8939359a6a230883,,,2025-04-07 17:03:18.944,tie
api-gpt-4o-search-high-loc,api-gpt-4o-search-high-loc,False,search-arena-4851,A,21ed52b7a4f3ed28f87c6f2e32edea98179e3e553fc9feb44061330266cb549c,,,2025-04-07 17:03:37.649,model_a
gemini-2.5-pro-grounding,ppl-sonar-reasoning,False,search-arena-4852,B,4f2ca4356480ecfa2ee4ebfcbf8b50b5cb6eca78e5830d4d609e062d018f4353,,,2025-04-07 17:04:04.983,model_b
ppl-sonar-pro-high,gemini-2.5-pro-grounding,False,search-arena-4853,B,02dc786232a5ed91edac622186b524bead38383adb7d2672a6ae5748e9117039,,,2025-04-07 17:06:33.221,model_b
ppl-sonar-reasoning,ppl-sonar-pro-high,False,search-arena-4854,A,94fc87e77f086f2c9059b3c87b9ea8123b28062c3795a1678e96fc2f5dd860e3,,,2025-04-07 17:21:10.286,model_a
api-gpt-4o-search,ppl-sonar-pro-high,False,search-arena-4855,A,270cdd5b3567fbef5d1ea2bd894acb816d44387672fee8e55fc0e5167b583dce,,,2025-04-07 17:23:55.674,model_a
api-gpt-4o-search,gemini-2.5-pro-grounding,False,search-arena-4856,B,567e36d49479a807636c3207321f1d79b7eb1d2b6096408d92711272aefe845f,,,2025-04-07 17:26:01.165,model_b
ppl-sonar,api-gpt-4o-search-high-loc,False,search-arena-4857,draw,02dc786232a5ed91edac622186b524bead38383adb7d2672a6ae5748e9117039,,,2025-04-07 17:34:30.553,tie (bothbad)
ppl-sonar-reasoning,api-gpt-4o-search-high,False,search-arena-4858,A,02dc786232a5ed91edac622186b524bead38383adb7d2672a6ae5748e9117039,,,2025-04-07 17:35:41.184,model_a
api-gpt-4o-search,gemini-2.5-pro-grounding,False,search-arena-4859,B,02dc786232a5ed91edac622186b524bead38383adb7d2672a6ae5748e9117039,,,2025-04-07 17:36:22.629,model_b
ppl-sonar-pro-high,gemini-2.5-pro-grounding,False,search-arena-4860,A,1c0c7715ab07a92de9301c9081610ffe2511364920359187f4f6214f7b322645,,,2025-04-07 17:36:44.118,model_a
ppl-sonar-reasoning,api-gpt-4o-search-high,False,search-arena-4861,A,3eb3fec59407c5b01c8937de0a944d752201181ab86002fa9e33cf6754333588,,,2025-04-07 17:37:57.620,model_a
api-gpt-4o-search-high,ppl-sonar-reasoning,False,search-arena-4862,B,49df13e34367f54e8fe1c5f579b4d0cf9497ee3fda66b0fde1abcbcbdca7e398,,,2025-04-07 17:44:25.577,model_b
api-gpt-4o-mini-search,ppl-sonar-pro-high,False,search-arena-4863,B,49df13e34367f54e8fe1c5f579b4d0cf9497ee3fda66b0fde1abcbcbdca7e398,,,2025-04-07 17:49:47.453,model_b
gemini-2.0-flash-grounding,api-gpt-4o-search,False,search-arena-4864,B,f4269de3523ac11f2e1c7a6b3990875604245bc15123da56a81873d0963403fb,,,2025-04-07 18:02:22.283,model_b
ppl-sonar-pro-high,api-gpt-4o-search-high,False,search-arena-4865,B,eeccb11f0c97411074f2f04a1fa5be90b172fa01b451f4a7800ab0d56f01de39,,,2025-04-07 18:04:26.954,model_b
api-gpt-4o-search-high,api-gpt-4o-search-high-loc,False,search-arena-4866,draw,24fac2a6ddd230a46ec515a510d2b8c302b72296eb71396c153f26e3bd17bf1e,,,2025-04-07 18:06:56.142,tie
gemini-2.5-pro-grounding,ppl-sonar-pro-high,False,search-arena-4867,A,55960edff333c242b3bdb3376a84f8638e88ae92760e0ca480401976a3d3831c,,,2025-04-07 18:07:07.222,model_a
gemini-2.0-flash-grounding,ppl-sonar-pro-high,False,search-arena-4868,B,49df13e34367f54e8fe1c5f579b4d0cf9497ee3fda66b0fde1abcbcbdca7e398,,,2025-04-07 18:09:50.030,model_b
api-gpt-4o-search-high-loc,ppl-sonar-pro-high,False,search-arena-4869,draw,02dc786232a5ed91edac622186b524bead38383adb7d2672a6ae5748e9117039,,,2025-04-07 18:12:44.500,tie
gemini-2.5-pro-grounding,api-gpt-4o-search-high-loc,False,search-arena-4870,draw,fc63e37b735c88e30f8bba7e4392cc7ba96f68277aad72476f895b2f936b1e7a,,,2025-04-07 18:15:43.794,tie
api-gpt-4o-mini-search,ppl-sonar-reasoning,False,search-arena-4871,draw,d66b2fc90e0d3b7ea7b8a13e736a63fb93d584de2ec767cc94f43257fbac409c,,,2025-04-07 18:46:53.038,tie
ppl-sonar-pro-high,api-gpt-4o-mini-search,False,search-arena-4872,A,b76d352db5c1f262a211405484bbccce12ed1fd0e0f5694cd6631b2ffbcbbbf1,,,2025-04-07 18:56:58.443,model_a
api-gpt-4o-search-high-loc,api-gpt-4o-search-high-loc,False,search-arena-4873,B,255db98071ab7f47eb65f848e08ae19f91502ca5724cb81d1917d20eb8f39dce,,,2025-04-07 18:58:14.736,model_b
ppl-sonar-reasoning,gemini-2.0-flash-grounding,False,search-arena-4874,draw,99a12d8d1d50f0921c26de970229bbdc29232d738ae6b0e257154d16d1e6e8f4,,,2025-04-07 19:07:44.051,tie
ppl-sonar,ppl-sonar-reasoning,False,search-arena-4875,B,9aa29450ae874a66c9f0a0e032b19d3be30dabdaa9e9fab726dedc2aa61006e0,,,2025-04-07 19:10:40.932,model_b
api-gpt-4o-search-high-loc,ppl-sonar-pro-high,False,search-arena-4876,B,006804d5f821b94cd783414cdb78e2ffa5b7f7cebec704d8ab72fcecf46e768d,,,2025-04-07 19:13:54.224,model_b
gemini-2.5-pro-grounding,gemini-2.0-flash-grounding,False,search-arena-4877,draw,2065e3c582dc46ab23952ac3271cf0264efe6fb5745a8b26292f37c96f613c14,,,2025-04-07 19:20:48.732,tie
gemini-2.0-flash-grounding,api-gpt-4o-search-high,False,search-arena-4878,B,0676649ad263aca1f624bc8b9ac96cc7499d849e4f931bb42b9b5845c76d37e1,,,2025-04-07 19:31:05.454,model_b
gemini-2.0-flash-grounding,ppl-sonar-pro-high,False,search-arena-4879,B,73235156ee6f0e37a83da3ac3259e8e0a3d003166fab2062a5eca7d20e9c51d2,,,2025-04-07 19:36:00.678,model_b
api-gpt-4o-search-high-loc,api-gpt-4o-search-high,False,search-arena-4880,draw,ad379cacdd8477f97eb091e5570125238de6bb449e1901bc49a489ae72f7acb9,,,2025-04-07 19:41:07.956,tie
api-gpt-4o-search-high-loc,api-gpt-4o-search-high,False,search-arena-4881,A,6f5400871371fdc5a42c4ff37f0780a35c99b5553b1e18f95f7a7779decb5be9,,,2025-04-07 19:46:34.213,model_a
api-gpt-4o-search-high-loc,gemini-2.5-pro-grounding,False,search-arena-4882,B,2065e3c582dc46ab23952ac3271cf0264efe6fb5745a8b26292f37c96f613c14,,,2025-04-07 19:57:28.007,model_b
ppl-sonar-pro,gemini-2.0-flash-grounding,False,search-arena-4883,B,0f65d09c82ef69a3a609528e56d80cced2d75bd7ad48e9a989c15abd368f3dcd,,,2025-04-07 19:59:46.087,model_b
ppl-sonar-pro-high,gemini-2.5-pro-grounding,False,search-arena-4884,A,273ceff84ce2c1cdd0fd2fde49d28aa010f84404acba3d770e3a16dae634893e,,,2025-04-07 20:26:12.270,model_a
api-gpt-4o-search,api-gpt-4o-search-high,False,search-arena-4885,draw,d6c42669e44bf6e189891e48f5326aac2db3340858a0075371faf257bef3f8b7,,,2025-04-07 20:30:25.956,tie (bothbad)
ppl-sonar-reasoning,ppl-sonar-pro-high,False,search-arena-4886,B,46945c4ee0065ebe34359fc55d868bca99c83f693098468df03136d2a106ee98,,,2025-04-07 20:39:43.288,model_b
api-gpt-4o-search-high,gemini-2.5-pro-grounding,False,search-arena-4887,A,b14f314ae55cc265ef15f2a1c985b6d6933df3ade8f6184994dd1e06c8e2266f,,,2025-04-07 20:42:55.463,model_a
ppl-sonar-reasoning,ppl-sonar-pro-high,False,search-arena-4888,B,2b7b10ecb98afb85337fb40c488decd79568e4def3cc9c62faeff0dbf6d3b607,,,2025-04-07 20:53:57.248,model_b
api-gpt-4o-search-high,gemini-2.5-pro-grounding,False,search-arena-4889,B,c7ea7ca27a556bc0f25f967c440b3b6b4486489adbd4aa2b2cb821f451f22d99,,,2025-04-07 20:56:03.929,model_b
api-gpt-4o-search,ppl-sonar-reasoning,False,search-arena-4890,draw,32b72f014cecc2d99f0a9413885361c64efe5c5f790fd595ff76bab2c524f0ef,,,2025-04-07 21:07:48.582,tie (bothbad)
api-gpt-4o-search-high,ppl-sonar-reasoning,False,search-arena-4891,A,dd60be8d91e836f823ab7227dbd21144d69c5a249eec95e542cda641978484bc,,,2025-04-07 21:16:19.577,model_a
ppl-sonar-pro-high,ppl-sonar-reasoning,False,search-arena-4892,draw,cb443fa645772427279c468aceb11c7e6a3fb221d80a83827a039195f51cbb7a,,,2025-04-07 21:17:44.696,tie
ppl-sonar-reasoning,api-gpt-4o-search-high-loc,False,search-arena-4893,A,07a7629a0dfb63ab42d2f22f90faf30a4379ede9708f296634229bb75b296d43,,,2025-04-07 21:17:52.238,model_a
ppl-sonar-pro-high,api-gpt-4o-search,False,search-arena-4894,draw,4aa089e729c5ff793782b9eaf6e9e05e241787e8abfe68f963f9178dd1a3f773,,,2025-04-07 21:25:21.889,tie
ppl-sonar-pro,api-gpt-4o-mini-search,False,search-arena-4895,draw,cb443fa645772427279c468aceb11c7e6a3fb221d80a83827a039195f51cbb7a,,,2025-04-07 21:26:01.965,tie
ppl-sonar-pro,gemini-2.0-flash-grounding,False,search-arena-4896,A,d3d087b2fd132c54eb47299913f1a39f5a148412a534250161de62e51573c5f4,,,2025-04-07 21:32:09.718,model_a
api-gpt-4o-search,gemini-2.0-flash-grounding,False,search-arena-4897,A,e1a2aa54ca4196de1d2dfc1d796957de8673e9c3a431fc1ee90f9c7160166eab,,,2025-04-07 21:34:32.886,model_a
ppl-sonar,ppl-sonar-reasoning,False,search-arena-4898,draw,d0912801d2ad7edc57635eef721053d9ae2b51f644bec6a9707e1f3030bb90f0,,,2025-04-07 21:37:17.374,tie
ppl-sonar-reasoning,ppl-sonar-pro-high,False,search-arena-4899,B,d559827cc9cc563aafaacf1ea779b867b4dcd6526ad668a71533877490f591e0,,,2025-04-07 21:38:02.872,model_b
ppl-sonar-pro-high,api-gpt-4o-search-high-loc,False,search-arena-4900,B,271f841dc45d819138498d8a945a386ba6c220686eed2a2f50445bc324d4e7ea,,,2025-04-07 21:47:54.803,model_b
api-gpt-4o-search,api-gpt-4o-search-high-loc,False,search-arena-4901,B,c9b148a0c58e9665c80a5c9992ab90dcaadc88381fda1eae0c9f678e9bec87e6,,,2025-04-07 22:04:03.749,model_b
gemini-2.5-pro-grounding,gemini-2.0-flash-grounding,False,search-arena-4902,B,b40aee657f9fe32e22da0fd95ea04a2205faf66d755817db682c1cee2cbfee9b,,,2025-04-07 22:09:17.613,model_b
gemini-2.0-flash-grounding,api-gpt-4o-search-high,False,search-arena-4903,draw,ac6b1d205c04e591874fea8b0b8354245fb75ebf93f9aae21181bbc1ba18ac06,,,2025-04-07 22:13:52.003,tie (bothbad)
ppl-sonar-pro-high,api-gpt-4o-search-high-loc,False,search-arena-4904,A,23fe53fed6250b2ef7fa6122dfcc68fe72b838fae39379722722518676144bab,,,2025-04-07 22:14:35.716,model_a
api-gpt-4o-mini-search,api-gpt-4o-search-high,False,search-arena-4905,B,4a2f4ab86f90607d1e30266bfe5adbbd17a863ac3d564b473249a83e380d1f74,,,2025-04-07 22:27:48.767,model_b
api-gpt-4o-search-high-loc,gemini-2.0-flash-grounding,False,search-arena-4906,draw,4a2f4ab86f90607d1e30266bfe5adbbd17a863ac3d564b473249a83e380d1f74,,,2025-04-07 22:28:49.606,tie
ppl-sonar-pro-high,ppl-sonar,False,search-arena-4907,draw,72eb8bc10f0b116f1a80bac4d3978be277ce0f8b1b172380b9cf77ee4b5a0cf4,,,2025-04-07 22:49:03.479,tie (bothbad)
api-gpt-4o-search-high-loc,ppl-sonar-pro,False,search-arena-4908,draw,6387baecb47fa7a71ef90b0bbf3645d1bab72209ffe11618e652103e6dc16e7a,,,2025-04-07 23:09:37.397,tie
api-gpt-4o-search-high-loc,ppl-sonar-pro-high,False,search-arena-4909,draw,6387baecb47fa7a71ef90b0bbf3645d1bab72209ffe11618e652103e6dc16e7a,,,2025-04-07 23:11:39.643,tie
ppl-sonar-pro-high,ppl-sonar-reasoning,False,search-arena-4910,draw,6387baecb47fa7a71ef90b0bbf3645d1bab72209ffe11618e652103e6dc16e7a,,,2025-04-07 23:13:51.830,tie
gemini-2.0-flash-grounding,ppl-sonar-reasoning,False,search-arena-4911,A,973cceb9e2083d35e229a489e94c8051430508cdbf83984445749e70b69cba6e,,,2025-04-07 23:20:53.467,model_a
gemini-2.0-flash-grounding,ppl-sonar-reasoning,False,search-arena-4912,A,973cceb9e2083d35e229a489e94c8051430508cdbf83984445749e70b69cba6e,,,2025-04-07 23:20:53.467,model_a
api-gpt-4o-search,ppl-sonar-pro,False,search-arena-4913,A,a0b56638e7d3e4a5bfbb6ff62ff73724d6dad415f6657ed9e2260ab41eadc5b1,,,2025-04-07 23:23:25.517,model_a
api-gpt-4o-search,api-gpt-4o-search-high,False,search-arena-4914,A,a0b56638e7d3e4a5bfbb6ff62ff73724d6dad415f6657ed9e2260ab41eadc5b1,,,2025-04-07 23:24:33.711,model_a
api-gpt-4o-mini-search,api-gpt-4o-search-high-loc,False,search-arena-4915,A,a0b56638e7d3e4a5bfbb6ff62ff73724d6dad415f6657ed9e2260ab41eadc5b1,,,2025-04-07 23:25:51.233,model_a
ppl-sonar-pro,api-gpt-4o-search-high,False,search-arena-4916,draw,f1a44d6bde21fd52b551e4ee494f466e1d8c8c0a75d6194ae45607a490d8655a,,,2025-04-07 23:26:12.509,tie (bothbad)
ppl-sonar-pro-high,ppl-sonar-reasoning,False,search-arena-4917,draw,779a2f14ad1e41fd3ac365b8cf0cb239d07588ff3ce9698489ff2dc818f12e8a,,,2025-04-07 23:26:59.742,tie (bothbad)
api-gpt-4o-search-high,gemini-2.5-pro-grounding,False,search-arena-4918,B,779a2f14ad1e41fd3ac365b8cf0cb239d07588ff3ce9698489ff2dc818f12e8a,,,2025-04-07 23:28:30.074,model_b
api-gpt-4o-mini-search,ppl-sonar-pro-high,False,search-arena-4919,A,f76b68d23782cdb176c8cbce2ba21db76e02e254be6f37a0865974304fc5d674,,,2025-04-07 23:44:54.415,model_a
gemini-2.5-pro-grounding,api-gpt-4o-mini-search,False,search-arena-4920,B,8d43f55c26eac71bd570b45b832bab599b8febdf77e2c71f015799ad8fa1873d,,,2025-04-07 23:48:21.671,model_b
api-gpt-4o-search-high,gemini-2.5-pro-grounding,False,search-arena-4921,draw,e40d45bc602adc85c6c6bac345d75c0c7c7a61212a8d3f887a7eba2905ce5468,,,2025-04-07 23:51:55.260,tie (bothbad)
ppl-sonar-reasoning,ppl-sonar-pro-high,False,search-arena-4922,A,e40d45bc602adc85c6c6bac345d75c0c7c7a61212a8d3f887a7eba2905ce5468,,,2025-04-07 23:52:39.911,model_a
gemini-2.0-flash-grounding,api-gpt-4o-search-high-loc,False,search-arena-4923,draw,6387baecb47fa7a71ef90b0bbf3645d1bab72209ffe11618e652103e6dc16e7a,,,2025-04-07 23:54:17.284,tie
ppl-sonar-reasoning,api-gpt-4o-search-high-loc,False,search-arena-4924,A,e40d45bc602adc85c6c6bac345d75c0c7c7a61212a8d3f887a7eba2905ce5468,,,2025-04-07 23:55:39.989,model_a
ppl-sonar-reasoning,ppl-sonar-reasoning,False,search-arena-4925,draw,6387baecb47fa7a71ef90b0bbf3645d1bab72209ffe11618e652103e6dc16e7a,,,2025-04-07 23:55:50.177,tie
ppl-sonar-pro,gemini-2.0-flash-grounding,False,search-arena-4926,draw,6387baecb47fa7a71ef90b0bbf3645d1bab72209ffe11618e652103e6dc16e7a,,,2025-04-08 00:01:37.730,tie
ppl-sonar-reasoning,ppl-sonar-pro,False,search-arena-4927,A,9853f4303c691fb689b611d6e23e0faf113a9161b2dcee18c0bef25cd79cb252,,,2025-04-08 00:07:13.433,model_a
ppl-sonar-reasoning,ppl-sonar-pro,False,search-arena-4928,B,9853f4303c691fb689b611d6e23e0faf113a9161b2dcee18c0bef25cd79cb252,,,2025-04-08 00:07:13.433,model_b
gemini-2.5-pro-grounding,api-gpt-4o-mini-search,False,search-arena-4929,B,7cd39527645ae434727938439f3d2887190b62f0c9232a6a9dc02d583daaefcd,,,2025-04-08 00:25:56.516,model_b
gemini-2.5-pro-grounding,ppl-sonar-pro-high,False,search-arena-4930,draw,8ad3d18ef9a03a7f65f3c5325c20f34384e46d3502ffa3660cb2618ede873314,,,2025-04-08 00:43:16.130,tie (bothbad)
api-gpt-4o-search-high,gemini-2.5-pro-grounding,False,search-arena-4931,draw,6387baecb47fa7a71ef90b0bbf3645d1bab72209ffe11618e652103e6dc16e7a,,,2025-04-08 00:49:01.437,tie
gemini-2.5-pro-grounding,ppl-sonar-pro-high,False,search-arena-4932,A,c1d1bc0cf802c9355ce7d9b4fe423fd1bef1bf6642d5d2cc78e3ac919e918a52,,,2025-04-08 01:09:00.175,model_a
ppl-sonar-reasoning,gemini-2.0-flash-grounding,False,search-arena-4933,B,55488ad92c6566583dc6f38c960cea40eb64a5e406b6b787175da799fa87f56e,,,2025-04-08 01:11:27.460,model_b
ppl-sonar-pro,ppl-sonar-reasoning,False,search-arena-4934,A,03253ca5ad1937f5677f25b98e42544ccd812b1c655428e96b73a3d1d50c2306,,,2025-04-08 01:15:22.871,model_a
api-gpt-4o-search-high,ppl-sonar,False,search-arena-4935,B,0b246d355fb0fc422bf6cd382accc0f082f4f2adbb334cc21e03f949499b8326,,,2025-04-08 01:17:46.133,model_b
api-gpt-4o-search-high,ppl-sonar-pro-high,False,search-arena-4936,B,57550803d1ba42c48249806eee41f633fe510b3207e4416579bc64bc63af5b66,,,2025-04-08 01:29:13.338,model_b
api-gpt-4o-search-high-loc,gemini-2.5-pro-grounding,False,search-arena-4937,B,3a1febc535410e720a4a5d2e35ae3410827c430bef724f5b8fb0e375bebd2047,,,2025-04-08 01:31:32.639,model_b
api-gpt-4o-search,ppl-sonar-pro-high,False,search-arena-4938,draw,16ead2710e6ae7d38f131c605332e4ff3f8f6396b1cf5766e3da1f7e15213fca,,,2025-04-08 01:33:47.392,tie
api-gpt-4o-search-high,api-gpt-4o-search-high,False,search-arena-4939,B,16ead2710e6ae7d38f131c605332e4ff3f8f6396b1cf5766e3da1f7e15213fca,,,2025-04-08 01:34:56.193,model_b
gemini-2.0-flash-grounding,gemini-2.5-pro-grounding,False,search-arena-4940,A,03253ca5ad1937f5677f25b98e42544ccd812b1c655428e96b73a3d1d50c2306,,,2025-04-08 01:41:39.788,model_a
ppl-sonar-pro-high,ppl-sonar-reasoning,False,search-arena-4941,draw,3a6d9e85c4b303e37226a998d0544111e948625a8291a47ffd98188800d1c007,,,2025-04-08 01:51:29.425,tie
ppl-sonar-pro,api-gpt-4o-search-high-loc,False,search-arena-4942,A,33793d4e50a7a9acfdb101495fbec94946f1dc019b5a86f27e8bb256a90ace9f,,,2025-04-08 02:02:05.787,model_a
ppl-sonar-pro,gemini-2.5-pro-grounding,False,search-arena-4943,A,a8deb11b7d47d1f7c8ce285bf3e2acde55cfd128b0ccb63977c4fbc78660d766,,,2025-04-08 02:02:25.374,model_a
ppl-sonar,ppl-sonar-pro-high,False,search-arena-4944,draw,c558b98503babeee72752c9c11ac7e1da4b26627d030097a678032eac8d9beda,,,2025-04-08 02:04:13.735,tie
gemini-2.0-flash-grounding,gemini-2.5-pro-grounding,False,search-arena-4945,B,a8deb11b7d47d1f7c8ce285bf3e2acde55cfd128b0ccb63977c4fbc78660d766,,,2025-04-08 02:04:25.694,model_b
ppl-sonar-pro-high,gemini-2.5-pro-grounding,False,search-arena-4946,B,98445cf44753dcc67d7b2662c20b584464a673f5fc82144b96c9b26ff4e15b4b,,,2025-04-08 02:04:33.312,model_b
ppl-sonar-pro-high,gemini-2.0-flash-grounding,False,search-arena-4947,B,34836b715310e87f2863528b11f721c10cfa3f1d515349c4b23312ca89ea6564,,,2025-04-08 02:06:31.167,model_b
ppl-sonar-reasoning,ppl-sonar-pro-high,False,search-arena-4948,A,a8deb11b7d47d1f7c8ce285bf3e2acde55cfd128b0ccb63977c4fbc78660d766,,,2025-04-08 02:07:46.412,model_a
api-gpt-4o-mini-search,api-gpt-4o-search-high,False,search-arena-4949,B,a8deb11b7d47d1f7c8ce285bf3e2acde55cfd128b0ccb63977c4fbc78660d766,,,2025-04-08 02:08:54.706,model_b
api-gpt-4o-search-high-loc,api-gpt-4o-mini-search,False,search-arena-4950,draw,a8deb11b7d47d1f7c8ce285bf3e2acde55cfd128b0ccb63977c4fbc78660d766,,,2025-04-08 02:09:53.608,tie
api-gpt-4o-mini-search,ppl-sonar-reasoning,False,search-arena-4951,A,a8deb11b7d47d1f7c8ce285bf3e2acde55cfd128b0ccb63977c4fbc78660d766,,,2025-04-08 02:10:39.387,model_a
gemini-2.5-pro-grounding,api-gpt-4o-search-high,False,search-arena-4952,A,e42d5ba777fdf5565c205956c8a7fa7a44d30d0ef5aaf147678670611693b2e0,,,2025-04-08 02:11:11.063,model_a
api-gpt-4o-search-high,ppl-sonar-pro,False,search-arena-4953,A,a8deb11b7d47d1f7c8ce285bf3e2acde55cfd128b0ccb63977c4fbc78660d766,,,2025-04-08 02:11:38.077,model_a
api-gpt-4o-search-high-loc,api-gpt-4o-search,False,search-arena-4954,draw,a8deb11b7d47d1f7c8ce285bf3e2acde55cfd128b0ccb63977c4fbc78660d766,,,2025-04-08 02:12:13.956,tie
api-gpt-4o-search-high,ppl-sonar-pro-high,False,search-arena-4955,A,718d6058d99ca2541d90f30187a10dd1241ec2c0841936f768ff0e340018633f,,,2025-04-08 02:18:24.738,model_a
ppl-sonar-reasoning,ppl-sonar-reasoning,False,search-arena-4956,A,6387baecb47fa7a71ef90b0bbf3645d1bab72209ffe11618e652103e6dc16e7a,,,2025-04-08 02:23:31.985,model_a
api-gpt-4o-search-high-loc,gemini-2.5-pro-grounding,False,search-arena-4957,draw,6387baecb47fa7a71ef90b0bbf3645d1bab72209ffe11618e652103e6dc16e7a,,,2025-04-08 02:25:37.942,tie
gemini-2.0-flash-grounding,ppl-sonar,False,search-arena-4958,B,03253ca5ad1937f5677f25b98e42544ccd812b1c655428e96b73a3d1d50c2306,,,2025-04-08 02:25:53.464,model_b
api-gpt-4o-search-high-loc,ppl-sonar-pro-high,False,search-arena-4959,A,2f06a834e5bd4bfb68925bad9beec1d1a697350257a7bbb76d6a3f33e1641a13,,,2025-04-08 02:30:26.363,model_a
api-gpt-4o-search-high-loc,ppl-sonar-pro-high,False,search-arena-4960,B,948e883feeb8c3517f8acc434c7428f45a7dff1a578db4f47a5d5a116be21be3,,,2025-04-08 02:49:32.508,model_b
gemini-2.0-flash-grounding,api-gpt-4o-search-high,False,search-arena-4961,A,3a1febc535410e720a4a5d2e35ae3410827c430bef724f5b8fb0e375bebd2047,,,2025-04-08 02:53:23.027,model_a
api-gpt-4o-search-high-loc,api-gpt-4o-search-high,False,search-arena-4962,A,b597f04498514fead712aa0f7b627dd85bd67cd4072bcf43a20843e66bd36364,,,2025-04-08 02:59:11.708,model_a
ppl-sonar-pro,gemini-2.5-pro-grounding,False,search-arena-4963,B,03253ca5ad1937f5677f25b98e42544ccd812b1c655428e96b73a3d1d50c2306,,,2025-04-08 03:08:27.824,model_b
api-gpt-4o-search-high,gemini-2.5-pro-grounding,False,search-arena-4964,B,29df92554009b3141118d15fe4476f9de09c58ee5d30944493e86a5c9f15ec31,,,2025-04-08 03:12:25.123,model_b
ppl-sonar-pro-high,ppl-sonar-pro-high,False,search-arena-4965,draw,47452f12c7cbbc702df2af6b9b0c68911d6112e792038c15f0b71b1bd777a601,,,2025-04-08 03:13:04.259,tie (bothbad)
gemini-2.0-flash-grounding,api-gpt-4o-search-high,False,search-arena-4966,draw,c7ea7ca27a556bc0f25f967c440b3b6b4486489adbd4aa2b2cb821f451f22d99,,,2025-04-08 03:14:01.837,tie
ppl-sonar-reasoning,ppl-sonar-pro,False,search-arena-4967,draw,a7e74a653eaa8d77794c9454949a004eb0570aace5d5b57b4deb13989eef4310,,,2025-04-08 03:33:45.741,tie
api-gpt-4o-search-high,api-gpt-4o-search-high,False,search-arena-4968,B,c3b5a0e35e6e61d1a0540d0c52005c34915a9299c85c79479010dfc193c0871f,,,2025-04-08 03:45:52.862,model_b
api-gpt-4o-search-high-loc,ppl-sonar-pro,False,search-arena-4969,B,83f2e39ec17edc747d1799ac56f356940d42be8959db9438139160cf702e4140,,,2025-04-08 03:52:48.623,model_b
api-gpt-4o-search-high,gemini-2.0-flash-grounding,False,search-arena-4970,draw,c55aef7e78d680d24ae45e48bccfddf7ac74a34c41011561d1dfe8c29f1e265e,,,2025-04-08 03:54:09.893,tie (bothbad)
api-gpt-4o-search-high,api-gpt-4o-search-high,False,search-arena-4971,B,83f2e39ec17edc747d1799ac56f356940d42be8959db9438139160cf702e4140,,,2025-04-08 03:56:16.949,model_b
ppl-sonar-pro,api-gpt-4o-search,False,search-arena-4972,A,83f2e39ec17edc747d1799ac56f356940d42be8959db9438139160cf702e4140,,,2025-04-08 03:58:29.587,model_a
gemini-2.0-flash-grounding,ppl-sonar-reasoning,False,search-arena-4973,A,988f09c97d9d0d67b93f6877f013a9500a33b573b7111f648ca4304c5e3d0b79,,,2025-04-08 04:05:29.304,model_a
gemini-2.0-flash-grounding,ppl-sonar-reasoning,False,search-arena-4974,A,988f09c97d9d0d67b93f6877f013a9500a33b573b7111f648ca4304c5e3d0b79,,,2025-04-08 04:05:29.304,model_a
ppl-sonar-reasoning,ppl-sonar,False,search-arena-4975,A,83f2e39ec17edc747d1799ac56f356940d42be8959db9438139160cf702e4140,,,2025-04-08 04:12:49.913,model_a
api-gpt-4o-search-high-loc,api-gpt-4o-mini-search,False,search-arena-4976,A,32ab2aba6a8646772e64f3b425571cc656b3c887cb2581e1aa70bee8d43ad225,,,2025-04-08 04:15:35.934,model_a
api-gpt-4o-search-high-loc,gemini-2.0-flash-grounding,False,search-arena-4977,draw,83f2e39ec17edc747d1799ac56f356940d42be8959db9438139160cf702e4140,,,2025-04-08 04:15:56.488,tie (bothbad)
ppl-sonar,gemini-2.0-flash-grounding,False,search-arena-4978,B,83f2e39ec17edc747d1799ac56f356940d42be8959db9438139160cf702e4140,,,2025-04-08 04:18:17.952,model_b
ppl-sonar,ppl-sonar-reasoning,False,search-arena-4979,draw,83f2e39ec17edc747d1799ac56f356940d42be8959db9438139160cf702e4140,,,2025-04-08 04:21:36.701,tie (bothbad)
api-gpt-4o-search,ppl-sonar-reasoning,False,search-arena-4980,B,8f118133d7429b94af6f805e06a5c0bf311fd702bbfe26e932f32370d39bbcac,,,2025-04-08 04:48:10.537,model_b
ppl-sonar-pro-high,api-gpt-4o-search-high-loc,False,search-arena-4981,A,0b7c4dbf564c1494f28bb2d6dd2cf0a35f6497864955e500a1a68b0cc597b99c,,,2025-04-08 04:48:15.197,model_a
gemini-2.5-pro-grounding,gemini-2.5-pro-grounding,False,search-arena-4982,A,057e874075fc3e190df855a44431c7117e02841c678190f2644ca7df9cbce077,,,2025-04-08 05:05:42.604,model_a
api-gpt-4o-search-high,api-gpt-4o-search-high,False,search-arena-4983,draw,2065e3c582dc46ab23952ac3271cf0264efe6fb5745a8b26292f37c96f613c14,,,2025-04-08 05:07:53.551,tie
